1328193080948715520,0.02
1328193246544146432,0.5
1328194832880136196,0.0
1328196736192552961,0.0
1328197408501735424,0.704308712121212
1328197613523398656,-0.3
1328197617612955648,0.0
1328198240966160384,0.3434988839285714
1328200694520680450,0.0
1328201835925041152,0.2
1328202647476662272,0.11818181818181818
1328208580072284162,2.2204460492503126e-17
1328208616596393984,-0.04166666666666666
1328208662494662656,-0.04375
1328211803109638144,0.2
1328212375753936897,0.0
1328213882175954945,0.4111111111111112
1328215139661852672,0.0
1328215578126016512,0.5681818181818181
1328215699806973953,0.0
1328215721956962304,0.0
1328216107916865536,-0.13055555555555556
1328217405655543808,0.2
1328218163037802496,0.1
1328220774591844352,0.0
1328227182183817216,-0.06666666666666668
1328228122823684096,0.25
1328232221312835585,0.0
1328234000373215232,0.1
1328236572622409729,0.0
1328236622312194048,0.5
1328238508981383168,0.025
1328238510080331776,-0.3083333333333333
1328238511187656704,0.0
1328240281968381952,0.55
1328241448978964480,0.0
1328241523104813056,0.0
1328243116030255104,-0.1827777777777778
1328243778537263105,-0.21
1328244796004118528,-0.025
1328245390966132736,-0.2
1328246181013692417,0.0
1328246363398828033,0.3
1328248683163422720,0.7
1328250028482318336,0.8046875
1328252205489676288,0.0
1328253355882209280,0.0
1328254318563237889,0.8046875
1328255356133228545,0.0
1328256249239048192,-0.05
1328257123713769474,0.0
1328257294472269827,0.15
1328258468151693312,0.6
1328260226403995648,0.3181818181818181
1328261900052860929,0.5
1328262044307517440,0.16
1328262397564432384,0.8
1328262878953091073,0.5027777777777778
1328263273859334144,0.6
1328264700971237376,0.0
1328264895570259968,0.5555555555555556
1328266456895795201,0.0
1328266640665026561,-0.5
1328268083148980224,0.275
1328268085321580544,0.15656565656565655
1328268633613742086,0.11666666666666667
1328269965439496192,0.8662109375
1328271645899886593,0.0
1328273016132956161,0.0
1328273380282347520,0.4
1328274082215776257,-0.5
1328275190405599233,0.2083333333333333
1328275515929669632,0.0
1328277012406968323,0.5
1328279879469703169,0.13333333333333333
1328281861647286272,0.18833333333333327
1328282924894937089,0.0
1328282926895644673,0.25
1328283169410445313,0.5
1328284304263278596,0.0
1328285445659062273,0.0
1328286449406332930,0.4
1328286554238963712,-0.09722222222222222
1328286742282194944,0.25
1328289343669104640,0.0
1328290576672968705,-0.2
1328292138728112128,0.75
1328292865596825602,0.0
1328292867253575681,0.0
1328293246565453824,0.0
1328293551155814401,0.25
1328293674359402496,0.0
1328294002571952134,-0.096875
1328294177868800000,0.0
1328294712894128128,-0.025000000000000005
1328295228122525696,0.5291666666666667
1328295998758772737,0.8
1328296132649185282,0.4
1328297091647614977,0.12572916666666667
1328297094646558725,0.2071428571428572
